"","country","mask_percent","date","fear_percent","continent","new_deaths","new_deaths_smoothed_per_million","new_deaths_per_million","total_deaths_per_million"
"1","Australia",10,2020-03-15,35,"Oceania",0,0,0,0.116
"2","Australia",13,2020-03-22,47,"Oceania",0,0.022,0,0.271
"3","Australia",20,2020-03-29,60,"Oceania",2,0.05,0.078,0.62
"4","Australia",23,2020-04-05,53,"Oceania",5,0.105,0.194,1.357
"5","Australia",26,2020-04-12,55,"Oceania",3,0.138,0.116,2.327
"6","Australia",27,2020-04-19,49,"Oceania",0,0.039,0,2.598
"7","Australia",24,2020-04-26,48,"Oceania",3,0.089,0.116,3.219
"8","Australia",25,2020-05-03,44,"Oceania",1,0.066,0.039,3.684
"9","Australia",18,2020-05-22,41,"Oceania",0,0.017,0,3.917
"10","Australia",17,2020-06-05,37,"Oceania",0,-0.006,0,3.955
"11","Australia",21,2020-06-19,41,"Oceania",0,0,0,3.955
"12","Australia",20,2020-07-03,45,"Oceania",0,0,0,4.033
"13","Australia",41,2020-08-02,52,"Oceania",13,0.332,0.504,8.57
"14","Australia",70,2021-07-19,45,"Oceania",1,0.017,0.039,35.481
"15","Australia",72,2021-08-16,45,"Oceania",1,0.133,0.039,37.498
"16","Australia",69,2021-09-12,45,"Oceania",7,0.299,0.271,42.578
"17","Australia",68,2021-10-10,42,"Oceania",16,0.565,0.62,56.15
"18","Canada",6,2020-03-17,45,"North America",2,0.019,0.053,0.158
"19","Canada",9,2020-03-23,55,"North America",7,0.094,0.184,0.762
"20","Canada",16,2020-03-30,66,"North America",29,0.36,0.762,3.284
"21","Canada",18,2020-04-06,69,"North America",85,1.482,2.233,13.66
"22","Canada",16,2020-04-13,60,"North America",130,2.646,3.415,32.179
"23","Canada",31,2020-04-20,65,"North America",146,4,3.835,60.182
"24","Canada",41,2020-04-27,59,"North America",185,4.758,4.86,93.491
"25","Canada",49,2020-05-26,54,"North America",92,2.567,2.417,197.332
"26","Canada",58,2020-06-11,49,"North America",31,1.077,0.814,221
"27","Canada",60,2020-06-26,53,"North America",7,0.563,0.184,229.327
"28","Canada",60,2020-07-07,54,"North America",7,0.236,0.184,232.295
"29","Canada",74,2020-07-21,55,"North America",7,0.203,0.184,235.211
"30","Canada",79,2020-08-04,57,"North America",8,0.158,0.21,237.549
"31","Canada",80,2020-09-01,53,"North America",4,0.143,0.105,241.595
"32","Canada",84,2020-10-30,57,"North America",45,0.874,1.182,268.914
"33","Canada",86,2020-11-27,60,"North America",86,1.978,2.259,314.911
"34","Canada",84,2021-01-27,57,"North America",93,3.445,2.443,511.848
"35","Canada",85,2021-02-28,55,"North America",34,1.201,0.893,577.783
"36","China",85,2020-02-24,67,"Asia",150,0.072,0.104,1.795
"37","China",87,2020-03-02,68,"Asia",42,0.032,0.029,2.016
"38","China",86,2020-03-09,68,"Asia",23,0.021,0.016,2.16
"39","China",83,2020-03-16,66,"Asia",14,0.009,0.01,2.225
"40","China",86,2020-03-23,69,"Asia",0,0.006,0,2.264
"41","China",83,2020-03-30,67,"Asia",4,0.003,0.003,2.288
"42","China",85,2020-04-06,68,"Asia",2,0.003,0.001,2.306
"43","China",89,2020-04-13,68,"Asia",2,0.001,0.001,2.313
"44","China",82,2020-04-20,69,"Asia",0,0.128,0,3.207
"45","China",90,2020-04-27,67,"Asia",0,0,0,3.208
"46","China",88,2020-05-04,66,"Asia",0,0,0,3.208
"47","China",83,2020-05-26,62,"Asia",0,0,0,3.209
"48","China",83,2020-06-08,59,"Asia",0,0,0,3.209
"49","China",82,2020-06-22,61,"Asia",0,0,0,3.209
"50","China",82,2020-07-06,57,"Asia",0,0,0,3.209
"51","China",80,2020-07-20,56,"Asia",0,0,0,3.209
"52","China",81,2020-08-04,59,"Asia",0,0,0,3.209
"53","China",79,2020-08-17,56,"Asia",0,0,0,3.209
"54","China",81,2020-08-31,59,"Asia",0,0,0,3.209
"55","China",79,2020-09-14,56,"Asia",0,0,0,3.209
"56","China",81,2020-09-28,59,"Asia",0,0,0,3.209
"57","China",82,2020-10-12,53,"Asia",0,0,0,3.209
"58","Denmark",1,2020-03-16,40,"Europe",1,0.074,0.172,0.516
"59","Denmark",1,2020-03-23,40,"Europe",11,0.516,1.892,4.128
"60","Denmark",2,2020-03-29,42,"Europe",7,1.45,1.204,12.385
"61","Denmark",3,2020-04-05,53,"Europe",18,2.629,3.096,30.791
"62","Denmark",2,2020-04-12,44,"Europe",13,2.31,2.236,46.961
"63","Denmark",3,2020-04-19,47,"Europe",9,2.015,1.548,61.067
"64","Denmark",3,2020-04-26,40,"Europe",4,1.646,0.688,72.592
"65","Denmark",5,2020-05-03,37,"Europe",9,1.524,1.548,83.257
"66","Denmark",3,2020-05-25,34,"Europe",1,0.369,0.172,96.847
"67","Denmark",4,2020-06-18,34,"Europe",2,0.172,0.344,103.212
"68","Denmark",34,2020-09-13,44,"Europe",1,0.098,0.172,108.544
"69","Denmark",37,2020-09-23,46,"Europe",2,0.246,0.344,110.608
"70","Denmark",40,2020-10-12,46,"Europe",2,0.295,0.344,115.425
"71","Denmark",72,2020-11-05,47,"Europe",4,0.418,0.688,126.09
"72","Denmark",73,2020-11-18,45,"Europe",2,0.418,0.344,132.455
"73","Denmark",69,2020-12-02,46,"Europe",6,1.229,1.032,146.56
"74","Denmark",65,2021-01-13,52,"Europe",37,5.161,6.365,285.724
"75","Denmark",65,2021-02-14,45,"Europe",8,1.868,1.376,394.44
"76","Denmark",65,2021-02-28,46,"Europe",3,0.565,0.516,406.31
"77","Denmark",60,2021-03-12,47,"Europe",3,0.246,0.516,410.782
"78","Denmark",64,2021-03-29,45,"Europe",1,0.319,0.172,415.599
"79","Denmark",65,2021-04-12,47,"Europe",2,0.319,0.344,420.415
"80","Denmark",60,2021-05-10,42,"Europe",0,0.172,0,429.704
"81","Denmark",56,2021-06-07,38,"Europe",2,0.098,0.344,433.661
"82","Denmark",28,2021-07-05,27,"Europe",0,0.098,0,436.585
"83","Denmark",21,2021-08-13,24,"Europe",3,0.147,0.516,440.369
"84","Denmark",16,2021-08-28,27,"Europe",1,0.319,0.172,443.638
"85","Denmark",11,2021-09-12,29,"Europe",0,0.516,0,449.486
"86","Denmark",39,2021-09-22,24,"Europe",1,0.418,0.172,453.443
"87","Denmark",10,2021-10-10,24,"Europe",0,0.147,0,459.463
"88","Finland",1,2020-03-23,27,"Europe",0,0.026,0,0.18
"89","Finland",2,2020-03-29,39,"Europe",2,0.257,0.36,1.983
"90","Finland",5,2020-04-05,42,"Europe",3,0.438,0.541,5.047
"91","Finland",4,2020-04-12,38,"Europe",7,0.721,1.262,10.093
"92","Finland",3,2020-04-19,32,"Europe",4,0.978,0.721,16.942
"93","Finland",3,2020-04-26,24,"Europe",4,2.472,0.721,34.244
"94","Finland",7,2020-05-03,32,"Europe",10,1.03,1.802,41.454
"95","Finland",7,2020-06-20,22,"Europe",0,0.026,0,58.756
"96","Finland",21,2020-09-06,30,"Europe",0,0.026,0,60.558
"97","Finland",22,2020-09-20,28,"Europe",0,0.051,0,61.099
"98","Finland",46,2020-10-12,35,"Europe",0,0,0,62.361
"99","Finland",56,2020-11-03,29,"Europe",0,0.129,0,64.704
"100","Finland",56,2020-11-12,31,"Europe",0,0.103,0,65.785
"101","Finland",65,2020-11-27,48,"Europe",5,0.463,0.901,70.832
"102","Finland",75,2021-01-18,31,"Europe",0,0.541,0,111.384
"103","Finland",76,2021-01-31,34,"Europe",0,0.695,0,120.937
"104","Finland",75,2021-02-14,34,"Europe",0,0.566,0,127.966
"105","Finland",77,2021-02-26,32,"Europe",2,0.438,0.36,133.733
"106","Finland",75,2021-03-21,33,"Europe",0,0.489,0,145.088
"107","Finland",76,2021-04-11,29,"Europe",0,0.566,0,156.443
"108","Finland",73,2021-05-05,24,"Europe",2,0.18,0.36,165.454
"109","Finland",72,2021-06-03,21,"Europe",0,0.335,0,172.844
"110","Finland",71,2021-06-18,16,"Europe",0,0.077,0,174.286
"111","Finland",72,2021-07-02,18,"Europe",0,0.103,0,175.367
"112","Finland",66,2021-08-28,20,"Europe",3,0.232,0.541,184.199
"113","Finland",66,2021-09-06,16,"Europe",0,0.386,0,187.263
"114","Finland",67,2021-10-08,18,"Europe",4,0.463,0.721,197.536
"115","France",5,2020-03-10,30,"Europe",8,0.061,0.118,0.488
"116","France",6,2020-03-13,38,"Europe",31,0.148,0.459,1.169
"117","France",12,2020-03-20,61,"Europe",207,0.787,3.064,6.675
"118","France",22,2020-03-27,68,"Europe",299,3.267,4.425,29.542
"119","France",25,2020-04-03,67,"Europe",1122,9.544,16.606,96.353
"120","France",38,2020-04-10,67,"Europe",985,14.143,14.579,195.355
"121","France",43,2020-04-17,64,"Europe",761,11.555,11.263,276.241
"122","France",47,2020-04-24,59,"Europe",389,7.515,5.757,328.843
"123","France",56,2020-05-01,63,"Europe",217,4.965,3.212,363.595
"124","France",76,2020-05-20,56,"Europe",111,2.235,1.643,416.433
"125","France",79,2020-05-27,53,"Europe",1,0.979,0.015,423.286
"126","France",77,2020-06-04,51,"Europe",45,0.852,0.666,430.242
"127","France",75,2020-06-12,46,"Europe",28,0.556,0.414,434.801
"128","France",78,2020-06-17,51,"Europe",25,0.541,0.37,437.776
"129","France",78,2020-06-24,51,"Europe",13,0.332,0.192,440.1
"130","France",78,2020-07-01,48,"Europe",19,0.275,0.281,442.024
"131","France",79,2020-07-16,56,"Europe",17,0.336,0.252,446.123
"132","France",83,2020-07-22,56,"Europe",6,0.106,0.089,446.612
"133","France",85,2020-07-31,54,"Europe",11,0.152,0.163,447.988
"134","France",84,2020-08-07,51,"Europe",13,0.127,0.192,448.876
"135","France",81,2020-08-12,54,"Europe",19,0.137,0.281,449.587
"136","France",81,2020-09-02,50,"Europe",26,0.309,0.385,454.368
"137","France",80,2020-09-10,52,"Europe",19,0.228,0.281,456.218
"138","France",83,2020-09-22,49,"Europe",79,0.882,1.169,465.187
"139","France",77,2020-09-30,49,"Europe",80,1.061,1.184,473.298
"140","France",81,2020-10-15,52,"Europe",85,1.283,1.258,490.585
"141","France",84,2020-10-22,53,"Europe",154,2.3,2.279,506.688
"142","France",82,2020-10-28,56,"Europe",259,3.69,3.833,530.236
"143","France",83,2020-11-04,54,"Europe",-34,6.144,-0.503,573.247
"144","France",84,2020-11-18,52,"Europe",431,8.821,6.379,692.393
"145","France",82,2020-11-25,49,"Europe",388,8.307,5.743,750.545
"146","France",81,2020-12-02,49,"Europe",311,6.758,4.603,797.848
"147","France",81,2020-12-09,48,"Europe",297,6.007,4.396,839.897
"148","France",83,2020-12-16,51,"Europe",290,5.76,4.292,880.214
"149","France",79,2021-01-06,47,"Europe",282,4.633,4.174,987.179
"150","France",81,2021-01-20,51,"Europe",310,5.548,4.588,1062.559
"151","France",73,2021-01-27,49,"Europe",350,5.937,5.18,1104.119
"152","France",81,2021-02-03,51,"Europe",358,6.641,5.299,1150.608
"153","France",84,2021-02-12,49,"Europe",645,6.02,9.546,1207.665
"154","France",75,2021-02-16,46,"Europe",587,5.637,8.688,1227.868
"155","France",79,2021-02-23,48,"Europe",431,4.724,6.379,1260.933
"156","France",77,2021-03-10,46,"Europe",331,4.421,4.899,1328.883
"157","France",80,2021-03-17,46,"Europe",241,3.764,3.567,1355.229
"158","France",79,2021-03-24,47,"Europe",246,3.687,3.641,1381.041
"159","France",80,2021-03-31,48,"Europe",303,5.263,4.485,1417.88
"160","France",80,2021-04-08,45,"Europe",343,4.419,5.077,1453.372
"161","France",77,2021-04-14,50,"Europe",297,4.406,4.396,1479.14
"162","France",78,2021-04-21,45,"Europe",313,4.449,4.633,1510.281
"163","France",79,2021-04-28,44,"Europe",315,4.307,4.662,1540.43
"164","France",81,2021-05-19,39,"Europe",141,2.245,2.087,1603.57
"165","France",78,2021-06-03,38,"Europe",70,1.402,1.036,1627.976
"166","France",78,2021-06-09,37,"Europe",65,0.954,0.962,1633.615
"167","France",76,2021-06-16,35,"Europe",44,0.801,0.651,1639.225
"168","France",78,2021-06-23,36,"Europe",33,0.603,0.488,1643.443
"169","France",78,2021-06-29,36,"Europe",45,0.484,0.666,1646.344
"170","France",77,2021-07-07,39,"Europe",28,0.383,0.414,1649.393
"171","France",78,2021-07-14,37,"Europe",6,0.328,0.089,1651.687
"172","France",74,2021-07-21,38,"Europe",22,0.283,0.326,1653.67
"173","France",71,2021-07-28,36,"Europe",44,0.414,0.651,1656.571
"174","France",77,2021-08-25,38,"Europe",128,1.962,1.894,1690.835
"175","France",76,2021-09-01,37,"Europe",105,1.672,1.554,1702.542
"176","France",73,2021-09-08,37,"Europe",166,1.723,2.457,1714.605
"177","France",72,2021-09-15,37,"Europe",16,1.319,0.237,1723.841
"178","France",76,2021-09-22,35,"Europe",80,1.08,1.184,1731.404
"179","France",74,2021-09-29,35,"Europe",59,0.901,0.873,1737.709
"180","France",71,2021-10-06,35,"Europe",72,0.831,1.066,1743.526
"181","France",76,2021-10-20,35,"Europe",28,0.465,0.414,1750.926
"182","Germany",1,2020-03-16,37,"Europe",6,0.026,0.072,0.203
"183","Germany",3,2020-03-23,49,"Europe",29,0.18,0.346,1.466
"184","Germany",7,2020-03-30,48,"Europe",112,0.889,1.335,7.688
"185","Germany",14,2020-04-06,47,"Europe",226,1.984,2.694,21.573
"186","Germany",17,2020-04-13,44,"Europe",172,2.357,2.05,38.069
"187","Germany",24,2020-04-20,44,"Europe",276,2.84,3.29,57.95
"188","Germany",38,2020-04-27,43,"Europe",150,2.152,1.788,73.015
"189","Germany",62,2020-05-04,40,"Europe",127,1.476,1.514,83.349
"190","Germany",64,2020-05-25,35,"Europe",26,0.521,0.31,99.034
"191","Germany",64,2020-06-18,34,"Europe",24,0.175,0.286,105.78
"192","Germany",65,2020-07-02,36,"Europe",11,0.112,0.131,107.341
"193","Germany",66,2020-07-16,35,"Europe",7,0.051,0.083,108.307
"194","Germany",65,2020-07-30,40,"Europe",9,0.058,0.107,108.986
"195","Germany",66,2020-08-13,41,"Europe",4,0.061,0.048,109.856
"196","Germany",63,2020-08-27,41,"Europe",5,0.046,0.06,110.726
"197","Germany",64,2020-09-10,39,"Europe",3,0.039,0.036,111.382
"198","Germany",62,2020-09-24,41,"Europe",13,0.102,0.155,112.467
"199","Germany",64,2020-10-08,43,"Europe",12,0.145,0.143,114.35
"200","Germany",64,2020-10-22,45,"Europe",49,0.376,0.584,118.712
"201","Germany",72,2020-11-04,46,"Europe",232,1.245,2.765,130.5
"202","Germany",69,2020-11-19,44,"Europe",272,2.462,3.242,162.836
"203","Germany",73,2020-12-04,44,"Europe",480,4.369,5.721,221.417
"204","Germany",74,2020-12-17,48,"Europe",754,6.748,8.987,298.294
"205","Germany",72,2020-12-31,46,"Europe",510,7.596,6.079,402.751
"206","Germany",72,2021-01-18,50,"Europe",362,9.304,4.315,563.322
"207","Germany",75,2021-01-28,46,"Europe",1385,8.525,16.508,666.063
"208","Germany",74,2021-02-11,45,"Europe",552,6.113,6.579,765.478
"209","Germany",71,2021-02-26,46,"Europe",596,3.743,7.104,833.595
"210","Germany",71,2021-03-11,43,"Europe",262,2.666,3.123,871.509
"211","Germany",69,2021-03-25,45,"Europe",185,2.157,2.205,901.89
"212","Germany",70,2021-04-08,43,"Europe",294,2.088,3.504,930.257
"213","Germany",71,2021-04-23,45,"Europe",289,2.721,3.445,971.294
"214","Germany",70,2021-05-06,43,"Europe",284,2.656,3.385,1006.252
"215","Germany",67,2021-05-20,38,"Europe",227,2.183,2.706,1038.552
"216","Germany",68,2021-06-04,34,"Europe",121,1.349,1.442,1062.592
"217","Germany",66,2021-06-17,32,"Europe",92,0.994,1.097,1076.001
"218","Germany",63,2021-07-01,33,"Europe",69,0.56,0.822,1084.785
"219","Germany",61,2021-07-15,34,"Europe",20,0.254,0.238,1088.742
"220","Germany",60,2021-07-27,35,"Europe",19,0.288,0.226,1091.674
"221","Germany",63,2021-08-10,32,"Europe",14,0.194,0.167,1094.44
"222","Germany",64,2021-08-24,34,"Europe",39,0.238,0.465,1097.336
"223","Germany",63,2021-09-07,34,"Europe",44,0.398,0.524,1102.056
"224","Germany",59,2021-09-21,31,"Europe",71,0.601,0.846,1109.994
"225","Germany",62,2021-10-05,34,"Europe",76,0.659,0.906,1119.934
"226","Germany",60,2021-10-19,33,"Europe",92,0.713,1.097,1130.053
"227","Hong Kong",90,2020-02-25,66,"Asia",0,0.019,0,0.265
"228","Hong Kong",85,2020-03-03,63,"Asia",0,0,0,0.265
"229","Hong Kong",85,2020-03-10,65,"Asia",0,0.019,0,0.397
"230","Hong Kong",86,2020-03-17,65,"Asia",0,0.019,0,0.53
"231","Hong Kong",88,2020-03-24,68,"Asia",0,0,0,0.53
"232","Hong Kong",89,2020-03-31,67,"Asia",0,0,0,0.53
"233","Hong Kong",88,2020-04-07,69,"Asia",0,0,0,0.53
"234","Hong Kong",90,2020-04-14,66,"Asia",0,0,0,0.53
"235","Hong Kong",88,2020-04-21,65,"Asia",0,0,0,0.53
"236","Hong Kong",88,2020-04-28,67,"Asia",0,0,0,0.53
"237","Hong Kong",90,2020-05-05,61,"Asia",0,0,0,0.53
"238","Hong Kong",87,2020-05-25,58,"Asia",0,0,0,0.53
"239","Hong Kong",90,2020-06-08,59,"Asia",0,0,0,0.53
"240","Hong Kong",86,2020-06-22,57,"Asia",0,0.019,0,0.662
"241","Hong Kong",86,2020-07-06,54,"Asia",0,0,0,0.927
"242","Hong Kong",86,2020-07-21,66,"Asia",2,0.113,0.265,1.854
"243","Hong Kong",89,2020-08-04,66,"Asia",4,0.359,0.53,5.561
"244","Hong Kong",89,2020-08-18,61,"Asia",2,0.227,0.265,9.4
"245","Hong Kong",87,2020-08-31,59,"Asia",1,0.227,0.132,11.784
"246","Hong Kong",87,2020-09-15,55,"Asia",1,0.057,0.132,13.505
"247","Hong Kong",90,2020-09-28,57,"Asia",0,0.038,0,13.902
"248","Hong Kong",88,2020-10-12,56,"Asia",0,0,0,13.902
"249","Hong Kong",89,2020-10-27,58,"Asia",0,0,0,13.902
"250","Hong Kong",89,2020-11-09,57,"Asia",0,0.038,0,14.167
"251","Hong Kong",88,2020-11-24,57,"Asia",0,0,0,14.299
"252","Hong Kong",89,2020-12-07,60,"Asia",0,0.057,0,14.829
"253","Hong Kong",88,2020-12-21,62,"Asia",1,0.208,0.132,17.345
"254","Hong Kong",80,2021-01-05,62,"Asia",0,0.189,0,20.257
"255","Hong Kong",85,2021-01-18,61,"Asia",1,0.076,0.132,21.581
"256","Hong Kong",81,2021-02-01,58,"Asia",1,0.208,0.132,24.097
"257","Hong Kong",81,2021-02-16,60,"Asia",2,0.132,0.265,25.818
"258","Hong Kong",87,2021-03-02,59,"Asia",0,0.057,0,26.48
"259","Hong Kong",92,2021-03-15,59,"Asia",0,0.019,0,26.877
"260","Hong Kong",88,2021-03-29,56,"Asia",0,0.038,0,27.142
"261","Hong Kong",88,2021-04-12,57,"Asia",0,0.038,0,27.407
"262","Hong Kong",90,2021-04-27,40,"Asia",0,0,0,27.672
"263","Hong Kong",86,2021-05-10,56,"Asia",0,0,0,27.804
"264","Hong Kong",86,2021-05-25,57,"Asia",0,0,0,27.804
"265","Hong Kong",90,2021-06-07,55,"Asia",0,0,0,27.804
"266","Hong Kong",88,2021-06-21,57,"Asia",0,0,0,27.804
"267","Hong Kong",86,2021-07-05,55,"Asia",1,0.038,0.132,28.069
"268","Hong Kong",86,2021-07-20,52,"Asia",0,0,0,28.069
"269","Hong Kong",86,2021-07-29,52,"Asia",0,0,0,28.069
"270","Hong Kong",90,2021-08-12,52,"Asia",0,0,0,28.069
"271","Hong Kong",83,2021-08-26,54,"Asia",0,0,0,28.069
"272","Hong Kong",87,2021-09-14,54,"Asia",0,0.019,0,28.201
"273","Hong Kong",84,2021-09-23,50,"Asia",0,0,0,28.201
"274","Hong Kong",89,2021-10-07,50,"Asia",0,0,0,28.201
"275","India",43,2020-03-16,53,"Asia",0,0,0,0.001
"276","India",46,2020-03-20,54,"Asia",1,0,0.001,0.004
"277","India",65,2020-03-27,64,"Asia",0,0.002,0,0.014
"278","India",71,2020-04-03,65,"Asia",0,0.005,0,0.052
"279","India",79,2020-04-10,64,"Asia",20,0.018,0.014,0.177
"280","India",84,2020-04-17,57,"Asia",38,0.025,0.027,0.349
"281","India",81,2020-04-24,62,"Asia",59,0.03,0.042,0.56
"282","India",82,2020-05-01,62,"Asia",69,0.045,0.05,0.878
"283","India",82,2020-07-23,53,"Asia",740,0.513,0.531,21.961
"284","India",82,2020-08-02,59,"Asia",771,0.55,0.553,27.368
"285","India",81,2020-08-05,59,"Asia",904,0.589,0.649,29.208
"286","India",87,2020-08-14,61,"Asia",996,0.668,0.715,35.191
"287","India",80,2020-08-21,56,"Asia",945,0.693,0.678,40.041
"288","India",80,2020-09-18,64,"Asia",1247,0.835,0.895,61.446
"289","India",83,2020-09-24,61,"Asia",1141,0.812,0.819,66.233
"290","India",80,2020-10-02,58,"Asia",1069,0.765,0.767,72.371
"291","India",77,2020-10-11,58,"Asia",816,0.663,0.586,78.333
"292","India",79,2020-10-19,54,"Asia",587,0.548,0.421,82.673
"293","India",79,2020-10-23,61,"Asia",650,0.508,0.466,84.653
"294","India",83,2020-10-31,57,"Asia",470,0.367,0.337,87.635
"295","India",79,2020-11-06,58,"Asia",577,0.402,0.414,90.111
"296","India",79,2020-11-13,61,"Asia",520,0.372,0.373,92.714
"297","India",82,2020-11-20,62,"Asia",564,0.363,0.405,95.253
"298","India",79,2020-11-29,62,"Asia",443,0.349,0.318,98.42
"299","India",82,2020-12-05,63,"Asia",482,0.357,0.346,100.604
"300","India",82,2020-12-14,62,"Asia",354,0.282,0.254,103.135
"301","India",75,2020-12-18,62,"Asia",347,0.257,0.249,104.159
"302","India",79,2020-12-27,62,"Asia",279,0.214,0.2,106.143
"303","India",79,2021-01-03,61,"Asia",214,0.179,0.154,107.398
"304","India",80,2021-01-08,63,"Asia",0,0.139,0,108.059
"305","India",76,2021-01-15,58,"Asia",175,0.156,0.126,109.152
"306","India",80,2021-01-22,57,"Asia",152,0.112,0.109,109.935
"307","India",78,2021-01-30,59,"Asia",127,0.096,0.091,110.717
"308","India",78,2021-02-08,55,"Asia",78,0.069,0.056,111.351
"309","India",78,2021-02-15,59,"Asia",81,0.067,0.058,111.821
"310","India",78,2021-02-25,60,"Asia",120,0.073,0.086,112.548
"311","India",81,2021-03-07,57,"Asia",97,0.071,0.07,113.285
"312","India",72,2021-03-22,58,"Asia",199,0.134,0.143,114.945
"313","India",72,2021-03-28,61,"Asia",291,0.192,0.209,116.149
"314","India",72,2021-04-04,61,"Asia",478,0.334,0.343,118.487
"315","India",76,2021-04-11,62,"Asia",904,0.521,0.649,122.131
"316","India",74,2021-04-18,69,"Asia",1619,0.881,1.162,128.296
"317","India",76,2021-04-25,64,"Asia",2812,1.677,2.018,140.033
"318","India",78,2021-05-03,67,"Asia",3449,2.513,2.475,159.614
"319","India",78,2021-05-10,65,"Asia",3876,2.828,2.782,179.41
"320","India",77,2021-05-16,64,"Asia",4106,2.899,2.947,196.92
"321","India",78,2021-05-21,64,"Asia",4194,3.006,3.01,212.088
"322","India",77,2021-05-30,62,"Asia",3128,2.602,2.245,236.183
"323","India",78,2021-06-06,62,"Asia",2427,2.059,1.742,250.598
"324","India",79,2021-06-13,61,"Asia",3921,2.575,2.814,268.625
"325","India",73,2021-06-20,61,"Asia",1427,1.418,1.024,278.551
"326","India",77,2021-06-27,63,"Asia",979,0.881,0.703,284.719
"327","India",75,2021-07-04,61,"Asia",723,0.615,0.519,289.024
"328","India",76,2021-07-08,60,"Asia",911,0.577,0.654,291.328
"329","India",75,2021-07-17,58,"Asia",518,0.571,0.372,296.832
"330","Indonesia",48,2020-03-16,73,"Asia",0,0.003,0,0.018
"331","Indonesia",59,2020-03-23,78,"Asia",1,0.023,0.004,0.177
"332","Indonesia",71,2020-03-30,85,"Asia",8,0.038,0.029,0.441
"333","Indonesia",70,2020-04-06,75,"Asia",11,0.045,0.04,0.756
"334","Indonesia",79,2020-04-13,78,"Asia",26,0.098,0.094,1.444
"335","Indonesia",81,2020-04-20,77,"Asia",8,0.099,0.029,2.135
"336","Indonesia",79,2020-04-27,77,"Asia",22,0.09,0.08,2.768
"337","Indonesia",84,2020-05-04,83,"Asia",19,0.051,0.069,3.126
"338","Indonesia",82,2020-05-22,87,"Asia",48,0.129,0.174,4.798
"339","Indonesia",84,2020-06-08,83,"Asia",32,0.125,0.116,6.814
"340","Indonesia",85,2020-06-22,83,"Asia",35,0.156,0.127,9.046
"341","Indonesia",85,2020-07-06,84,"Asia",70,0.225,0.253,11.727
"342","Indonesia",85,2020-07-20,83,"Asia",96,0.301,0.347,15.339
"343","Indonesia",83,2020-08-03,82,"Asia",66,0.24,0.239,19.185
"344","Indonesia",82,2020-08-17,83,"Asia",57,0.228,0.206,22.46
"345","Indonesia",82,2020-08-31,84,"Asia",74,0.34,0.268,26.838
"346","Indonesia",86,2020-09-14,84,"Asia",118,0.368,0.427,31.991
"347","Indonesia",85,2020-09-28,84,"Asia",87,0.411,0.315,37.896
"348","Indonesia",84,2020-10-12,80,"Asia",91,0.353,0.329,43.186
"349","Indonesia",86,2020-10-26,83,"Asia",112,0.41,0.405,48.527
"350","Indonesia",85,2020-11-09,79,"Asia",75,0.333,0.271,53.151
"351","Indonesia",83,2020-11-23,80,"Asia",118,0.365,0.427,57.902
"352","Indonesia",84,2020-12-07,80,"Asia",127,0.477,0.46,64.651
"353","Indonesia",86,2020-12-21,81,"Asia",205,0.584,0.742,72.676
"354","Indonesia",80,2021-01-04,78,"Asia",177,0.754,0.64,82.902
"355","Indonesia",85,2021-01-18,78,"Asia",295,1.002,1.067,95.1
"356","Indonesia",81,2021-02-01,77,"Asia",279,1.109,1.01,109.556
"357","Indonesia",81,2021-02-15,78,"Asia",184,0.829,0.666,120.737
"358","Indonesia",81,2021-03-01,78,"Asia",159,0.845,0.575,131.44
"359","Indonesia",83,2021-03-15,76,"Asia",147,0.53,0.532,139.574
"360","Indonesia",82,2021-03-29,77,"Asia",132,0.45,0.478,146.84
"361","Indonesia",81,2021-04-12,76,"Asia",126,0.435,0.456,154.348
"362","Indonesia",82,2021-04-26,76,"Asia",177,0.622,0.64,162.001
"363","Indonesia",81,2021-05-10,78,"Asia",206,0.656,0.745,170.856
"364","Indonesia",79,2021-05-24,77,"Asia",127,0.594,0.46,178.95
"365","Indonesia",81,2021-06-07,77,"Asia",191,0.633,0.691,187.446
"366","Indonesia",81,2021-06-21,77,"Asia",294,0.951,1.064,198.855
"367","Indonesia",84,2021-07-05,81,"Asia",558,1.85,2.019,221.232
"368","Indonesia",81,2021-07-19,73,"Asia",1338,3.911,4.841,271.094
"369","Indonesia",76,2021-07-29,73,"Asia",1893,5.955,6.85,327.657
"370","Indonesia",79,2021-08-12,74,"Asia",1466,5.836,5.305,411.287
"371","Indonesia",80,2021-08-26,72,"Asia",889,3.902,3.217,471.056
"372","Indonesia",73,2021-09-13,69,"Asia",276,1.392,0.999,503.561
"373","Italy",26,2020-03-11,67,"Europe",196,1.704,3.247,13.699
"374","Italy",59,2020-03-19,74,"Europe",427,5.653,7.073,56.405
"375","Italy",70,2020-03-25,72,"Europe",683,10.708,11.314,124.289
"376","Italy",82,2020-04-09,71,"Europe",610,10.327,10.105,302.796
"377","Italy",85,2020-04-16,72,"Europe",525,9.208,8.697,367.251
"378","Italy",89,2020-04-23,67,"Europe",464,7.996,7.686,423.225
"379","Italy",87,2020-04-30,69,"Europe",285,5.722,4.721,463.279
"380","Italy",85,2020-05-26,58,"Europe",78,1.86,1.292,545.907
"381","Italy",86,2020-06-02,58,"Europe",55,1.361,0.911,555.432
"382","Italy",85,2020-06-10,52,"Europe",71,1.214,1.176,565.106
